,artist_name,track_name,track_id,popularity
952,The Weeknd,"Fill The Void (with Lily Rose Depp, Ramsey)",010ZkIVv6Ay5vqqHVCCiKB,79
953,Jung Kook,Seven (feat. Latto) (Instrumental),2D9mO7arRSeHAEHNVAacaA,78
954,Tiësto,Lay Low,0zKbDrEXKpnExhGQRe9dxt,86
955,Saiko,POLARIS - Remix,0EhuGnOS6fTc5l5UNtDEH2,88
956,Metro Boomin,Creepin',0n7cDfu5s08sOoJoeXaOrz,0
957,Wisin,MI EXXX,5hHzqkPU6TQxWtV2cJqsMp,77
958,boygenius,True Blue,48Qes8IUekSZpcNDQgYzUX,71
959,Morgan Wallen,Money On Me,09UUDUFaudMcUkocm2iqR8,68
960,KAROL G,BICHOTAG,5CQXesQM39J0CBnY0Npp6S,72
961,Rauw Alejandro,AL CALLAO',110wwp2SRousmXjvx8zIoI,75
962,Grupo Frontera,NO SE VA - EN VIVO,0Y1lSCcxjfyyvmfgMJ1ukA,72
963,V,Rainy Days,5ydjxBSUIDn26MFzU3asP4,83
964,KAROL G,OKI DOKI,601dhwn8qc31FrSlMu5wEf,73
965,Tee Grizzley,Gorgeous,5e2jIB5KT9kmTDCBzAmvQr,68
966,DJ Khaled,"SUPPOSED TO BE LOVED (feat. Lil Baby, Future & Lil Uzi Vert)",2buC0ru4cVutdUhxIjH9Bj,71
967,Noah Kahan,"Everywhere, Everything",7rn89zBlXChGFTNHFZA8un,69
968,KAROL G,Pineapple,5QJmx2A4a9NGoOt0GUvafR,0
969,LUCKI,Tunevert,7sHTyXq2wK6hpCi79KlzbC,68
970,Abraham Vazquez,Uno mas Uno Igual a Zero,3TrePR8cFXMlMvlLD9lapD,75
971,KAROL G,ME TENGO QUE IR,5AwdJhVYK64TDpfdRa1DyN,73
972,Odetari,BORDERLINE PERSONALITY DISORDER,79eaLk52CX24SuGaXh7FDa,72
973,Noah Kahan,Orange Juice,4KwhK2ileXV2wSfp78pqOx,69
974,Billie Eilish,lovely,6ehv5GoIBcM2clEwtkpTU2,2
975,Billie Eilish,Happier Than Ever,1nv3SrgJvO74GimzDOYHRv,1
976,BigXthaPlug,Whip It,3TmwzKk7dOnMka3Q7NvGht,68
977,DaBaby,SHAKE SUMN (with Sexyy Red) - REMIX,3IxGpAFxBAAfCQ6dv6sBiw,68
978,Billie Eilish,Therefore I Am,6R68QtxbyiY1A9nC7qPpDs,1
979,Billie Eilish,Bored,0QToA9GJQrAUMbeILslR8b,0
980,Lily-Rose Depp,World Class Sinner / I’m A Freak,7dnixpDdQlIOX1L7O0pdFM,79
981,Billie Eilish,Therefore I Am,4YNsxqc7YwrIcyVYrUrDDR,3
982,Billie Eilish,bury a friend,4m7D42UfMGnDUCM6dBKbus,0
983,Billie Eilish,my future,4cYiunrizyi3kOyLIaqhzG,1
984,Billie Eilish,everything i wanted,2FZ1SHKFwthjgeI2aUhTww,3
985,Billie Eilish,bad guy,2HEdbIMgOZVbRytx7jNatx,1
986,Billie Eilish,No Time To Die,5ANrC33UbxzmjQrE6xa0s6,4
987,Billie Eilish,lovely,5NwJkUg0PmrrjAS5Ub77mL,3
988,Billie Eilish,bad guy,0QbsEC0OGnc9U1RSBnxBCA,0
989,Billie Eilish,Happier Than Ever,6Co4MYL43v4Pr9Jvpgp7yx,0
990,glichery,Sea Of Problems,3VvcKToPY3diGRjERt8NvD,82
991,The Chainsmokers,My Bad,0YQ0N57Whq3vgF7bqUNDHs,74
992,LECADE,Backroad,1ZUCZo5YNf1VEfvrr4vTk4,68
993,charlieonnafriday,I'm Not Crazy,3fiMmMyvoBGjfU9BWkTNWM,70
994,Lil Tjay,Project Walls (feat. YoungBoy Never Broke Again),0wdlLb695gFP3CSiUAqxls,73
995,JUNNY,INVITATION (Feat. Gaeko),3ISOK4T54v6O1g1AB8FiEK,75
996,Luke Combs,Growin' Up and Gettin' Old,24Z0qiHUR9cTB4UfGUqCnj,71
997,Russ,NASTY - Extended Version,08XHGvYxioT9gMP6TPuaLR,70
998,Nessa Barrett,lie,2GQqCyDCD0Z7BL2otJkFRh,72
999,Sleep Token,Chokehold,1Uifdytv882RtTn6Gr4xAA,71
